Candidate.id,Candidate_Entity:id,General_Party.id,Election_Type.id,Office_Sought.id,Broad_Sector.id,Incumbency_Status,Status_of_Candidate.id,Industry_Spending_Totals,Candidate,Election_Status,Status_of_Candidate,General_Party,Election_Year,Election_Type,Office_Sought,Incumbency_Status,Broad_Sector
238335,779330,1,1,599,5,2,1,11710,"LEVINE, MARC",Won-General,Won,Democratic,2018,Standard,ASSEMBLY DISTRICT 010,Incumbent,Energy & Natural Resources
638,2224706,1,1,611,2,1,2,11701,"STASEK, ROSEMARY",Lost-Primary,Lost,Democratic,2002,Standard,ASSEMBLY DISTRICT 022,Open,Construction
125848,13008835,2,1,666,6,1,1,11700,"JONES, BRIAN W",Won-General,Won,Republican,2010,Standard,ASSEMBLY DISTRICT 077,Open,"Finance, Insurance & Real Estate"
202237,6485739,1,1,15030,2,2,1,11700,"TORRES, NORMA J",Won-General,Won,Democratic,2016,Standard,US HOUSE DISTRICT CA 035,Incumbent,Construction
238727,400355,2,1,664,2,2,1,11700,"WALDRON, MARIE",Won-General,Won,Republican,2018,Standard,ASSEMBLY DISTRICT 075,Incumbent,Construction
33013,13008867,1,1,667,5,1,2,11650,"HALL, VINCE",Lost-General,Lost,Democratic,2002,Standard,ASSEMBLY DISTRICT 078,Open,Energy & Natural Resources
49855,12996637,2,1,610,8,1,2,11650,"POIZNER, STEPHEN (STEVE)",Lost-General,Lost,Republican,2004,Standard,ASSEMBLY DISTRICT 021,Open,Health
86132,13008573,2,1,618,5,2,1,11650,"BRIGGS, MIKE",Won-General,Won,Republican,2000,Standard,ASSEMBLY DISTRICT 029,Incumbent,Energy & Natural Resources
110981,778160,1,1,651,5,1,1,11650,"CARTER, WILMER AMINA",Won-General,Won,Democratic,2006,Standard,ASSEMBLY DISTRICT 062,Open,Energy & Natural Resources
160753,13008821,2,1,15042,8,3,2,11650,"TRAN, VAN",Lost-General,Lost,Republican,2010,Standard,US HOUSE DISTRICT CA 047,Challenger,Health
167937,23420890,2,1,9170,8,1,2,11650,"SWEARENGIN, ASHLEY",Lost-General,Lost,Republican,2014,Standard,CONTROLLER,Open,Health
202351,39707342,1,1,694,2,1,2,11650,"PEREZ-ESTOLANO, KATHERINE",Lost-Top Two Primary,Lost,Democratic,2016,Standard,SENATE DISTRICT 025,Open,Construction
168254,6699813,2,1,595,2,2,1,11647,"GAINES, BETH B",Won-General,Won,Republican,2014,Standard,ASSEMBLY DISTRICT 006,Incumbent,Construction
103756,13008583,1,1,619,2,2,1,11630,"PARRA, NICOLE M",Won-General,Won,Democratic,2004,Standard,ASSEMBLY DISTRICT 030,Incumbent,Construction
202396,39707379,2,1,595,2,1,1,11625,"KILEY, KEVIN",Won-General,Won,Republican,2016,Standard,ASSEMBLY DISTRICT 006,Open,Construction
12179,13008764,2,1,649,8,1,2,11600,"RADLOVIC, MICHAEL M (MIKE)",Lost-Primary,Lost,Republican,1998,Standard,ASSEMBLY DISTRICT 060,Open,Health
15250,13008507,1,1,605,8,1,2,11600,"RUSSO, JOHN",Lost-Primary,Lost,Democratic,2006,Standard,ASSEMBLY DISTRICT 016,Open,Health
125781,6379476,1,1,637,6,2,1,11600,"DAVIS, MIKE",Won-General,Won,Democratic,2010,Standard,ASSEMBLY DISTRICT 048,Incumbent,"Finance, Insurance & Real Estate"
141955,2540679,1,1,15030,2,2,2,11600,"BACA JR, JOE",Lost-General,Lost,Democratic,2012,Standard,US HOUSE DISTRICT CA 035,Incumbent,Construction
223092,43944587,1,3,640,2,1,2,11600,"FONG, MIKE",Lost-Top Two Primary,Lost,Democratic,2017,Special,ASSEMBLY DISTRICT 051,Open,Construction
238326,13008437,1,1,675,2,2,1,11600,"PAN, RICHARD",Won-General,Won,Democratic,2018,Standard,SENATE DISTRICT 006,Incumbent,Construction
238405,38179528,1,1,620,2,2,1,11600,"ARAMBULA, JOAQUIN",Won-General,Won,Democratic,2018,Standard,ASSEMBLY DISTRICT 031,Incumbent,Construction
238454,7025840,1,1,634,5,1,1,11600,"GABRIEL, JESSE",Won-General,Won,Democratic,2018,Standard,ASSEMBLY DISTRICT 045,Open,Energy & Natural Resources
238466,32687878,1,1,640,5,2,1,11600,"CARRILLO, WENDY",Won-General,Won,Democratic,2018,Standard,ASSEMBLY DISTRICT 051,Incumbent,Energy & Natural Resources
103707,6398653,1,1,646,2,2,1,11599,"CHAVEZ, EDWARD",Won-General,Won,Democratic,2004,Standard,ASSEMBLY DISTRICT 057,Incumbent,Construction
168264,85452,1,1,598,8,1,2,11599,"FONG, DARRELL R",Lost-General,Lost,Democratic,2014,Standard,ASSEMBLY DISTRICT 009,Open,Health
103575,6616986,2,1,621,2,2,1,11575,"ASHBURN, ROY",Won-General,Won,Republican,1998,Standard,ASSEMBLY DISTRICT 032,Incumbent,Construction
160525,17658761,2,1,15048,6,3,2,11560,"CRIMMINS, MICHAEL",Lost-General,Lost,Republican,2010,Standard,US HOUSE DISTRICT CA 053,Challenger,"Finance, Insurance & Real Estate"
86223,1450515,2,1,664,2,2,1,11550,"ZETTEL, CHARLENE",Won-General,Won,Republican,2000,Standard,ASSEMBLY DISTRICT 075,Incumbent,Construction
103582,1370786,1,1,628,8,2,1,11550,"CARDENAS, ANTONIO M (TONY)",Won-General,Won,Democratic,1998,Standard,ASSEMBLY DISTRICT 039,Incumbent,Health
86188,961878,1,1,595,5,1,1,11544,"NATION, JOE",Won-General,Won,Democratic,2000,Standard,ASSEMBLY DISTRICT 006,Open,Energy & Natural Resources
86144,2382631,2,1,614,2,1,1,11541,"COGDILL, DAVE",Won-General,Won,Republican,2000,Standard,ASSEMBLY DISTRICT 025,Open,Construction
15205,6667267,2,1,666,5,1,2,11500,"DALE, JACK",Lost-Primary,Lost,Republican,2006,Standard,ASSEMBLY DISTRICT 077,Open,Energy & Natural Resources
103595,6413609,1,1,644,6,2,1,11500,"FLOYD, RICHARD E (DICK)",Won-General,Won,Democratic,1998,Standard,ASSEMBLY DISTRICT 055,Incumbent,"Finance, Insurance & Real Estate"
103635,12997061,1,1,677,5,1,1,11500,"SPEIER, JACKIE",Won-General,Won,Democratic,1998,Standard,SENATE DISTRICT 008,Open,Energy & Natural Resources
111036,6398903,1,1,697,2,1,1,11500,"OROPEZA, JENNY",Won-General,Won,Democratic,2006,Standard,SENATE DISTRICT 028,Open,Construction
130823,22070,1,1,653,2,2,1,11500,"HALL III, ISADORE",Won-General,Won,Democratic,2012,Standard,ASSEMBLY DISTRICT 064,Incumbent,Construction
141877,761620,1,1,15014,2,2,1,11500,"LOFGREN, ZOE",Won-General,Won,Democratic,2012,Standard,US HOUSE DISTRICT CA 019,Incumbent,Construction
202250,12450156,1,1,15035,4,2,1,11500,"ROYBAL-ALLARD, LUCILLE",Won-General,Won,Democratic,2016,Standard,US HOUSE DISTRICT CA 040,Incumbent,Defense
202298,622640,1,1,15046,2,2,1,11500,"VARGAS, JUAN",Won-General,Won,Democratic,2016,Standard,US HOUSE DISTRICT CA 051,Incumbent,Construction
202590,15203503,2,1,663,8,2,1,11500,"HARPER, MATT",Won-General,Won,Republican,2016,Standard,ASSEMBLY DISTRICT 074,Incumbent,Health
238312,13479756,1,1,9484,2,1,1,11500,"VAZQUEZ, ANTONIO (TONY)",Won-General,Won,Democratic,2018,Standard,EQUALIZATION BOARD DISTRICT 003,Open,Construction
12329,13008820,2,1,657,2,1,2,11499,"LEYES, MARK",Lost-Primary,Lost,Republican,2004,Standard,ASSEMBLY DISTRICT 068,Open,Construction
4907,6617384,2,1,617,6,1,2,11483,"PERRY, LAURA",Lost-Primary,Lost,Republican,2000,Standard,ASSEMBLY DISTRICT 028,Open,"Finance, Insurance & Real Estate"
202572,379694,2,1,657,5,1,1,11470,"CHOI, STEVEN S (STEVE)",Won-General,Won,Republican,2016,Standard,ASSEMBLY DISTRICT 068,Open,Energy & Natural Resources
116950,493316,2,1,666,4,2,1,11454,"ANDERSON, JOEL",Won-General,Won,Republican,2008,Standard,ASSEMBLY DISTRICT 077,Incumbent,Defense
86129,6616986,2,1,621,2,2,1,11450,"ASHBURN, ROY",Won-General,Won,Republican,2000,Standard,ASSEMBLY DISTRICT 032,Incumbent,Construction
140975,1862441,1,1,15016,6,1,2,11450,"XIONG, BLONG",Lost-Top Two Primary,Lost,Democratic,2012,Standard,US HOUSE DISTRICT CA 021,Open,"Finance, Insurance & Real Estate"
168200,1263904,1,1,689,6,1,1,11450,"LEYVA, CONNIE M",Won-General,Won,Democratic,2014,Standard,SENATE DISTRICT 020,Open,"Finance, Insurance & Real Estate"
234433,44423619,1,3,643,6,1,2,11450,"PIQUADO, TEPRING MICHELLE",Lost-Top Two Primary,Lost,Democratic,2018,Special,ASSEMBLY DISTRICT 054,Open,"Finance, Insurance & Real Estate"
103748,24848,1,1,650,2,2,1,11422,"NEGRETE-MCLEOD, GLORIA",Won-General,Won,Democratic,2004,Standard,ASSEMBLY DISTRICT 061,Incumbent,Construction
227304,44044432,1,1,15034,6,1,2,11409,"TRAN, MAI KHANH",Lost-Top Two Primary,Lost,Democratic,2018,Standard,US HOUSE DISTRICT CA 039,Open,"Finance, Insurance & Real Estate"
15244,6468907,1,1,617,6,1,2,11405,"PHARES, ANN VENTURA",Lost-Primary,Lost,Democratic,2006,Standard,ASSEMBLY DISTRICT 028,Open,"Finance, Insurance & Real Estate"
202460,161609,1,1,616,6,1,1,11401,"KALRU, ASHU",Won-General,Won,Democratic,2016,Standard,ASSEMBLY DISTRICT 027,Open,"Finance, Insurance & Real Estate"
12346,6452416,1,1,651,5,1,2,11400,"PRUITT, DAVID ROA",Lost-Primary,Lost,Democratic,2004,Standard,ASSEMBLY DISTRICT 062,Open,Energy & Natural Resources
25899,13008736,1,1,646,6,1,2,11400,"BERMUDEZ, RUDY",Lost-Top Two Primary,Lost,Democratic,2012,Standard,ASSEMBLY DISTRICT 057,Open,"Finance, Insurance & Real Estate"
86151,13008407,2,1,591,2,2,1,11400,"DICKERSON, RICHARD (DICK)",Won-General,Won,Republican,2000,Standard,ASSEMBLY DISTRICT 002,Incumbent,Construction
111005,13008851,2,1,663,2,1,1,11400,"GARRICK, MARTIN",Won-General,Won,Republican,2006,Standard,ASSEMBLY DISTRICT 074,Open,Construction
168181,13008457,1,1,675,2,1,2,11400,"DICKINSON, ROGER",Lost-General,Lost,Democratic,2014,Standard,SENATE DISTRICT 006,Open,Construction
168285,6485735,1,1,604,2,1,1,11400,"THURMOND, TONY K",Won-General,Won,Democratic,2014,Standard,ASSEMBLY DISTRICT 015,Open,Construction
168375,23421259,2,1,633,2,1,2,11400,"MCCOY, ROB",Lost-General,Lost,Republican,2014,Standard,ASSEMBLY DISTRICT 044,Open,Construction
221630,43514816,1,3,15029,8,1,2,11400,"AHN, ROBERT LEE",Lost-General,Lost,Democratic,2017,Special,US HOUSE DISTRICT CA 034,Open,Health
238713,44493971,2,1,655,5,3,2,11400,"SCOTTO, FRANK A",Lost-General,Lost,Republican,2018,Standard,ASSEMBLY DISTRICT 066,Challenger,Energy & Natural Resources
55045,13010151,2,1,9174,2,1,2,11398,"PARRISH, CLAUDE",Lost-General,Lost,Republican,2006,Standard,TREASURER,Open,Construction
103641,6601286,2,1,594,5,1,1,11375,"COX, DAVE",Won-General,Won,Republican,1998,Standard,ASSEMBLY DISTRICT 005,Open,Energy & Natural Resources
103644,6601271,2,1,626,5,1,1,11375,"STRICKLAND, TONY",Won-General,Won,Republican,1998,Standard,ASSEMBLY DISTRICT 037,Open,Energy & Natural Resources
33020,6601248,2,1,624,8,3,2,11350,"POHL, BOB",Lost-General,Lost,Republican,2002,Standard,ASSEMBLY DISTRICT 035,Challenger,Health
86132,13008573,2,1,618,8,2,1,11350,"BRIGGS, MIKE",Won-General,Won,Republican,2000,Standard,ASSEMBLY DISTRICT 029,Incumbent,Health
140967,15742560,1,1,15010,5,3,1,11350,"SWALWELL, ERIC",Won-General,Won,Democratic,2012,Standard,US HOUSE DISTRICT CA 015,Challenger,Energy & Natural Resources
202427,195954,1,1,605,8,3,2,11350,"COOK-KALLIO, CHERYL",Lost-General,Lost,Democratic,2016,Standard,ASSEMBLY DISTRICT 016,Challenger,Health
125776,767512,1,1,632,2,1,1,11345,"GATTO, MIKE",Won-General,Won,Democratic,2010,Standard,ASSEMBLY DISTRICT 043,Open,Construction
227306,17779260,1,1,15034,5,1,1,11340,"CISNEROS, GIL",Won-General,Won,Democratic,2018,Standard,US HOUSE DISTRICT CA 039,Open,Energy & Natural Resources
103512,11022372,2,1,662,2,1,1,11325,"BATES, PATRICIA C (PAT)",Won-General,Won,Republican,1998,Standard,ASSEMBLY DISTRICT 073,Open,Construction
168164,784754,2,1,15047,8,3,2,11325,"DEMAIO, CARL",Lost-General,Lost,Republican,2014,Standard,US HOUSE DISTRICT CA 052,Challenger,Health
21964,13008723,1,1,642,5,1,2,11300,"LAU, JAMES T",Lost-Primary,Lost,Democratic,2010,Standard,ASSEMBLY DISTRICT 053,Open,Energy & Natural Resources
21974,324439,1,1,668,2,1,2,11300,"QUINONES, PEARL N",Lost-Primary,Lost,Democratic,2010,Standard,ASSEMBLY DISTRICT 079,Open,Construction
116974,258108,2,1,621,2,2,1,11300,"FULLER, JEAN",Won-General,Won,Republican,2008,Standard,ASSEMBLY DISTRICT 032,Incumbent,Construction
161092,330788,2,1,15015,6,3,2,11300,"VIDAK, JAMES ANDREW (ANDY)",Lost-General,Lost,Republican,2010,Standard,US HOUSE DISTRICT CA 020,Challenger,"Finance, Insurance & Real Estate"
168086,13008789,2,1,15026,6,1,2,11300,"CHABOT, PAUL R",Lost-General,Lost,Republican,2014,Standard,US HOUSE DISTRICT CA 031,Open,"Finance, Insurance & Real Estate"
202229,39707263,2,1,15026,6,3,2,11300,"FLYNN, SEAN",Lost-Top Two Primary,Lost,Republican,2016,Standard,US HOUSE DISTRICT CA 031,Challenger,"Finance, Insurance & Real Estate"
227298,44044426,2,1,15031,2,3,2,11300,"PELZER, KIMBERLIN BROWN",Lost-General,Lost,Republican,2018,Standard,US HOUSE DISTRICT CA 036,Challenger,Construction
238310,1396014,1,1,9484,5,1,2,11300,"SVONKIN, SCOTT J",Lost-Top Two Primary,Lost,Democratic,2018,Standard,EQUALIZATION BOARD DISTRICT 003,Open,Energy & Natural Resources
111063,195374,1,1,9482,5,1,1,11273,"YEE, BETTY T",Won-General,Won,Democratic,2006,Standard,EQUALIZATION BOARD DISTRICT 001,Open,Energy & Natural Resources
227027,39707243,1,1,15020,8,3,2,11255,"CAFORIO, BRYAN",Lost-Top Two Primary,Lost,Democratic,2018,Standard,US HOUSE DISTRICT CA 025,Challenger,Health
22009,13008429,2,1,9483,2,2,2,11250,"ALBY, BARBARA",Lost-Primary,Lost,Republican,2010,Standard,EQUALIZATION BOARD DISTRICT 002,Incumbent,Construction
55043,13011174,1,1,681,8,3,2,11250,"NICKEL, WILEY",Lost-General,Lost,Democratic,2006,Standard,SENATE DISTRICT 012,Challenger,Health
86146,6398854,1,1,607,5,2,1,11250,"CORBETT, ELLEN M",Won-General,Won,Democratic,2000,Standard,ASSEMBLY DISTRICT 018,Incumbent,Energy & Natural Resources
160684,19889654,1,1,15045,6,3,2,11250,"BUSBY, FRANCINE",Lost-General,Lost,Democratic,2010,Standard,US HOUSE DISTRICT CA 050,Challenger,"Finance, Insurance & Real Estate"
168373,667092,1,1,633,5,1,1,11250,"IRWIN, JACQUI",Won-General,Won,Democratic,2014,Standard,ASSEMBLY DISTRICT 044,Open,Energy & Natural Resources
168436,733178,1,1,659,2,1,2,11250,"LOWENTHAL, SUJA",Lost-Top Two Primary,Lost,Democratic,2014,Standard,ASSEMBLY DISTRICT 070,Open,Construction
160614,669601,2,1,14929,8,1,2,11232,"DEVORE, CHUCK",Lost-Primary,Lost,Republican,2010,Standard,US SENATE DISTRICT CA SW-CLASS III,Open,Health
641,13008883,1,1,667,6,1,2,11225,"STEVENS, GEORGE",Lost-Primary,Lost,Democratic,2002,Standard,ASSEMBLY DISTRICT 078,Open,"Finance, Insurance & Real Estate"
2576,2247245,1,1,9171,6,1,2,11225,"EU, MARCH FONG",Lost-Primary,Lost,Democratic,2002,Standard,SECRETARY OF STATE,Open,"Finance, Insurance & Real Estate"
103680,6398854,1,1,607,5,1,1,11225,"CORBETT, ELLEN M",Won-General,Won,Democratic,1998,Standard,ASSEMBLY DISTRICT 018,Open,Energy & Natural Resources
640,13008857,2,1,664,6,1,2,11201,"STEIN, GREG",Lost-Primary,Lost,Republican,2002,Standard,ASSEMBLY DISTRICT 075,Open,"Finance, Insurance & Real Estate"
2597,13008632,1,1,628,2,1,2,11200,"FUENTES, YOLANDA",Lost-Primary,Lost,Democratic,2002,Standard,ASSEMBLY DISTRICT 039,Open,Construction
49755,6655418,2,1,620,2,1,2,11200,"BETANCOURT, PAUL",Lost-General,Lost,Republican,2004,Standard,ASSEMBLY DISTRICT 031,Open,Construction
160085,17658640,1,1,15002,5,2,1,11200,"MILLER, GEORGE",Won-General,Won,Democratic,2010,Standard,US HOUSE DISTRICT CA 007,Incumbent,Energy & Natural Resources
202328,39707325,1,1,680,5,1,2,11200,"KIM, JANE",Lost-General,Lost,Democratic,2016,Standard,SENATE DISTRICT 011,Open,Energy & Natural Resources
202586,26457,2,1,661,2,2,1,11200,"ALLEN, TRAVIS",Won-General,Won,Republican,2016,Standard,ASSEMBLY DISTRICT 072,Incumbent,Construction
247082,44932483,1,1,15016,2,3,1,11200,"COX, T J",Won-General,Won,Democratic,2018,Standard,US HOUSE DISTRICT CA 021,Challenger,Construction
18307,277015,1,1,597,5,1,2,11188,"CABALDON, CHRISTOPHER",Lost-Primary,Lost,Democratic,2008,Standard,ASSEMBLY DISTRICT 008,Open,Energy & Natural Resources
82861,24848,1,1,650,5,2,1,11175,"NEGRETE-MCLEOD, GLORIA",Won-General,Won,Democratic,2002,Standard,ASSEMBLY DISTRICT 061,Incumbent,Energy & Natural Resources
103733,6398722,1,1,708,5,1,1,11170,"KEHOE, CHRISTINE",Won-General,Won,Democratic,2004,Standard,SENATE DISTRICT 039,Open,Energy & Natural Resources
36443,13008566,2,1,617,2,1,2,11168,"DENHAM, JEFF",Lost-General,Lost,Republican,2000,Standard,ASSEMBLY DISTRICT 028,Open,Construction
36411,13008511,2,1,606,5,1,2,11150,"AGHAZARIAN, GREGORY G",Lost-General,Lost,Republican,2000,Standard,ASSEMBLY DISTRICT 017,Open,Energy & Natural Resources
36596,6617513,2,1,610,2,1,2,11150,"WILDER, DEBORAH",Lost-General,Lost,Republican,2000,Standard,ASSEMBLY DISTRICT 021,Open,Construction
72754,6686179,2,1,612,2,1,2,11150,"WHALEN, BOB",Lost-General,Lost,Republican,2012,Standard,ASSEMBLY DISTRICT 023,Open,Construction
86201,32193,2,1,625,2,2,1,11150,"RUNNER, GEORGE C",Won-General,Won,Republican,2000,Standard,ASSEMBLY DISTRICT 036,Incumbent,Construction
103491,180844,1,1,611,5,2,1,11150,"ALQUIST, ELAINE",Won-General,Won,Democratic,1998,Standard,ASSEMBLY DISTRICT 022,Incumbent,Energy & Natural Resources
103710,13008548,1,1,613,2,2,1,11150,"COHN, REBECCA",Won-General,Won,Democratic,2004,Standard,ASSEMBLY DISTRICT 024,Incumbent,Construction
117148,2020228,1,1,597,2,1,1,11150,"YAMADA, MARIKO",Won-General,Won,Democratic,2008,Standard,ASSEMBLY DISTRICT 008,Open,Construction
247111,42124829,2,1,15034,2,1,2,11150,"NELSON, SHAWN",Lost-Top Two Primary,Lost,Republican,2018,Standard,US HOUSE DISTRICT CA 039,Open,Construction
103570,13008499,2,1,604,5,2,1,11125,"LEACH, LYNNE C",Won-General,Won,Republican,1998,Standard,ASSEMBLY DISTRICT 015,Incumbent,Energy & Natural Resources
125830,6673749,2,1,623,2,2,1,11125,"CONWAY, CONNIE",Won-General,Won,Republican,2010,Standard,ASSEMBLY DISTRICT 034,Incumbent,Construction
140612,17657366,2,1,15007,6,3,2,11110,"DENNIS, JOHN",Lost-General,Lost,Republican,2012,Standard,US HOUSE DISTRICT CA 012,Challenger,"Finance, Insurance & Real Estate"
227336,44044460,1,1,15045,8,3,2,11110,"BUTNER, JOSH",Lost-Top Two Primary,Lost,Democratic,2018,Standard,US HOUSE DISTRICT CA 050,Challenger,Health
4893,6617315,2,1,661,5,1,2,11100,"MATTHIAS, BRUCE",Lost-Primary,Lost,Republican,2000,Standard,ASSEMBLY DISTRICT 072,Open,Energy & Natural Resources
15261,1566908,2,1,606,6,1,2,11100,"TUCKER, SUZANNE",Lost-Primary,Lost,Republican,2006,Standard,ASSEMBLY DISTRICT 017,Open,"Finance, Insurance & Real Estate"
103664,13008762,2,1,649,5,1,1,11100,"PACHECO, ROBERT (BOB)",Won-General,Won,Republican,1998,Standard,ASSEMBLY DISTRICT 060,Open,Energy & Natural Resources
125752,13008457,1,1,598,5,1,1,11100,"DICKINSON, ROGER",Won-General,Won,Democratic,2010,Standard,ASSEMBLY DISTRICT 009,Open,Energy & Natural Resources
125775,6468728,1,1,631,5,2,1,11100,"FEUER, MIKE",Won-General,Won,Democratic,2010,Standard,ASSEMBLY DISTRICT 042,Incumbent,Energy & Natural Resources
143565,18912283,1,3,641,6,1,2,11100,"HAUGHEY, TOM",Lost-Top Two Primary,Lost,Democratic,2013,Special,ASSEMBLY DISTRICT 052,Open,"Finance, Insurance & Real Estate"
160667,19889641,1,1,15043,8,3,2,11100,"KROM, BETH",Lost-General,Lost,Democratic,2010,Standard,US HOUSE DISTRICT CA 048,Challenger,Health
167969,1560957,2,1,14996,8,2,1,11100,"LAMALFA, DOUG",Won-General,Won,Republican,2014,Standard,US HOUSE DISTRICT CA 001,Incumbent,Health
167976,23420919,2,1,14999,6,3,2,11100,"MOORE, ARTHUR (ART)",Lost-General,Lost,Republican,2014,Standard,US HOUSE DISTRICT CA 004,Challenger,"Finance, Insurance & Real Estate"
192956,1258090,1,3,15027,2,1,1,11100,"CHU, JUDY",Won-General,Won,Democratic,2009,Special,US HOUSE DISTRICT CA 032,Open,Construction
21997,24087,4,1,9176,5,1,2,11099,"ROMERO, GLORIA",Lost-Primary,Lost,Nonpartisan,2010,Standard,SUPERINTENDENT OF PUBLIC INSTRUCTION,Open,Energy & Natural Resources
56538,6669279,2,1,619,6,3,2,11090,"GILMORE, DANNY D",Lost-General,Lost,Republican,2006,Standard,ASSEMBLY DISTRICT 030,Challenger,"Finance, Insurance & Real Estate"
12154,13008816,2,1,657,8,1,2,11050,"KELLOGG, JOHN",Lost-Primary,Lost,Republican,1998,Standard,ASSEMBLY DISTRICT 068,Open,Health
12327,13008454,1,1,596,5,1,2,11050,"LEDDY, JIM",Lost-Primary,Lost,Democratic,2004,Standard,ASSEMBLY DISTRICT 007,Open,Energy & Natural Resources
49716,13008730,2,1,643,2,1,2,11050,"ALBAN, JULIE",Lost-General,Lost,Republican,1998,Standard,ASSEMBLY DISTRICT 054,Open,Construction
117142,6485714,1,1,669,5,1,1,11050,"PEREZ, V MANUEL",Won-General,Won,Democratic,2008,Standard,ASSEMBLY DISTRICT 080,Open,Energy & Natural Resources
168451,212190,2,1,663,8,1,2,11050,"CURRY, KEITH DAVIS",Lost-General,Lost,Republican,2014,Standard,ASSEMBLY DISTRICT 074,Open,Health
202567,11022814,1,1,655,5,3,1,11050,"MURATSUCHI, AL",Won-General,Won,Democratic,2016,Standard,ASSEMBLY DISTRICT 066,Challenger,Energy & Natural Resources
15239,13010789,1,1,9171,2,1,2,11025,"ORTIZ, DEBORAH V",Lost-Primary,Lost,Democratic,2006,Standard,SECRETARY OF STATE,Open,Construction
117114,6485598,1,1,629,5,1,1,11024,"BLUMENFIELD, ROBERT H",Won-General,Won,Democratic,2008,Standard,ASSEMBLY DISTRICT 040,Open,Energy & Natural Resources
211497,21642,1,1,14929,4,1,1,11020,"HARRIS, KAMALA D",Won-General,Won,Democratic,2016,Standard,US SENATE DISTRICT CA SW-CLASS III,Open,Defense
12225,6451999,1,1,636,8,1,2,11000,"HILL JR, SAMUEL J (JOEY)",Lost-Primary,Lost,Democratic,1998,Standard,ASSEMBLY DISTRICT 047,Open,Health
76473,16501265,1,3,701,2,1,2,11000,"WALKER, LARRY",Lost-Top Two Primary,Lost,Democratic,2013,Special,SENATE DISTRICT 032,Open,Construction
109359,79972,1,1,611,5,2,1,11000,"LIEBER, SALLY J",Won-General,Won,Democratic,2004,Standard,ASSEMBLY DISTRICT 022,Incumbent,Energy & Natural Resources
116996,13008536,1,1,610,5,2,1,11000,"RUSKIN, IRA",Won-General,Won,Democratic,2008,Standard,ASSEMBLY DISTRICT 021,Incumbent,Energy & Natural Resources
140588,17657371,2,1,15003,2,1,2,11000,"MITZELFELT, BRAD",Lost-Primary,Lost,Republican,2012,Standard,US HOUSE DISTRICT CA 008,Open,Construction
140629,22511,1,1,15032,4,2,1,11000,"BASS, KAREN",Won-General,Won,Democratic,2012,Standard,US HOUSE DISTRICT CA 037,Incumbent,Defense
160167,16413120,1,1,15046,5,2,1,11000,"FILNER, BOB",Won-General,Won,Democratic,2010,Standard,US HOUSE DISTRICT CA 051,Incumbent,Energy & Natural Resources
160264,774257,1,1,15033,8,2,1,11000,"NAPOLITANO, GRACE FLORES",Won-General,Won,Democratic,2010,Standard,US HOUSE DISTRICT CA 038,Incumbent,Health
167962,2272886,2,1,9485,2,1,1,11000,"HARKEY, DIANE L",Won-General,Won,Republican,2014,Standard,EQUALIZATION BOARD DISTRICT 004,Open,Construction
168018,12997061,1,1,15009,4,2,1,11000,"SPEIER, JACKIE",Won-General,Won,Democratic,2014,Standard,US HOUSE DISTRICT CA 014,Incumbent,Defense
168021,15742560,1,1,15010,4,2,1,11000,"SWALWELL, ERIC",Won-General,Won,Democratic,2014,Standard,US HOUSE DISTRICT CA 015,Incumbent,Defense
168126,12450156,1,1,15035,4,2,1,11000,"ROYBAL-ALLARD, LUCILLE",Won-General,Won,Democratic,2014,Standard,US HOUSE DISTRICT CA 040,Incumbent,Defense
168245,23421142,2,1,592,2,1,1,11000,"GALLAGHER, JAMES",Won-General,Won,Republican,2014,Standard,ASSEMBLY DISTRICT 003,Open,Construction
168432,13008823,2,1,657,2,2,1,11000,"WAGNER, DONALD P (DON)",Won-General,Won,Republican,2014,Standard,ASSEMBLY DISTRICT 068,Incumbent,Construction
202259,1257359,1,1,15038,2,2,1,11000,"WATERS, MAXINE",Won-General,Won,Democratic,2016,Standard,US HOUSE DISTRICT CA 043,Incumbent,Construction
202515,26267238,1,1,632,8,1,2,11000,"KASSAKHIAN, ARDY",Lost-General,Lost,Democratic,2016,Standard,ASSEMBLY DISTRICT 043,Open,Health
202559,23421292,1,1,651,2,2,1,11000,"BURKE, AUTUMN",Won-General,Won,Democratic,2016,Standard,ASSEMBLY DISTRICT 062,Incumbent,Construction
226791,17657742,1,1,15024,4,2,1,11000,"CARDENAS, TONY",Won-General,Won,Democratic,2018,Standard,US HOUSE DISTRICT CA 029,Incumbent,Defense
226918,6485739,1,1,15030,4,2,1,11000,"TORRES, NORMA J",Won-General,Won,Democratic,2018,Standard,US HOUSE DISTRICT CA 035,Incumbent,Defense
238726,15203503,2,1,663,2,2,2,11000,"HARPER, MATT",Lost-General,Lost,Republican,2018,Standard,ASSEMBLY DISTRICT 074,Incumbent,Construction
103658,13010151,2,1,10134,6,1,1,10999,"PARRISH, CLAUDE",Won-General,Won,Republican,1998,Standard,BOARD OF EDUCATION DISTRICT 003,Open,"Finance, Insurance & Real Estate"
202576,2165867,2,1,657,8,1,2,10976,"SIDHU, HARRY",Lost-Top Two Primary,Lost,Republican,2016,Standard,ASSEMBLY DISTRICT 068,Open,Health
72767,2020170,1,1,628,2,1,2,10950,"ALARCON, RICHARD",Lost-General,Lost,Democratic,2012,Standard,ASSEMBLY DISTRICT 039,Open,Construction
